feature,importance,rank
text__suncoast,0.0006429213,296
text__security reasons,0.0006427205,297
text__years ago,0.00064207456,298
text__change,0.000641509,299
text__sending,0.0006414305,300
text__treatment,0.0006403064,301
text__lender,0.0006402742,302
text__beginning,0.00064005755,303
text__scammed,0.000639758,304
text__released,0.0006396119,305
text__purchase,0.00063923985,306
text__users,0.0006391597,307
text__wasnt,0.0006380229,308
text__flagging,0.0006378239,309
text__harassed,0.0006377372,310
text__fargo account,0.00063699903,311
text__upfront,0.00063625496,312
text__provisional credits,0.00063555076,313
text__document,0.00063544075,314
text__new claim,0.0006348337,315
text__account suspicious,0.00063424464,316
text__letters,0.00063423795,317
text__error,0.00063418184,318
text__bad,0.000633534,319
text__nearest,0.0006335281,320
text__passport,0.0006332584,321
text__firm,0.00063262356,322
text__pay loan,0.0006320312,323
text__authorized,0.000631509,324
text__charged time,0.00063142343,325
text__chase holding,0.0006311909,326
text__banking accounts,0.00063063053,327
text__proven,0.00063023507,328
text__regards,0.0006294668,329
text__video,0.00062936306,330
text__username,0.00062923925,331
text__account sofi,0.0006290836,332
text__banking wells,0.0006288364,333
text__debits,0.00062830775,334
text__account terms,0.0006268425,335
text__prior account,0.00062621955,336
text__assist,0.00062608713,337
text__standards,0.0006260042,338
text__reinstate,0.0006258047,339
text__phone number,0.0006257618,340
text__professional,0.0006248713,341
text__enforcement,0.00062476425,342
text__rates,0.00062473456,343
text__unfairly,0.0006243936,344
text__provided documentation,0.0006240518,345
text__taxes,0.0006238781,346
text__branch,0.00062374526,347
text__gotten,0.00062370807,348
text__writing file,0.00062350737,349
text__orders,0.000623452,350
text__systems,0.00062335824,351
text__occ,0.0006230799,352
text__keybank,0.00062278414,353
text__dispute charge,0.0006225273,354
text__recognize,0.0006219027,355
text__change address,0.00062106753,356
text__social,0.0006209384,357
text__fair,0.00062074343,358
text__contact wells,0.00062006223,359
text__able open,0.00062005356,360
text__network,0.0006199083,361
text__explain account,0.0006191664,362
text__detailed,0.0006173474,363
text__hardship,0.0006168196,364
text__account fifth,0.0006164754,365
text__fargo closed,0.00061633723,366
text__issues,0.0006160678,367
text__accounts,0.00061544345,368
text__request time,0.0006151587,369
text__submitting,0.000614862,370
text__demands,0.00061450846,371
text__civil,0.000614081,372
text__odd,0.0006140002,373
text__information account,0.0006132015,374
text__fund,0.00061283837,375
text__finance,0.00061281165,376
text__debit card,0.00061257323,377
text__paid credit,0.0006123434,378
text__months later,0.00061234133,379
text__agent,0.0006123115,380
text__informing,0.00061189063,381
text__perfectly,0.00061124295,382
text__scam,0.0006106416,383
text__business practices,0.0006105636,384
text__account reviewed,0.0006086097,385
text__going charge,0.00060711784,386
text__explained,0.00060594315,387
text__claims,0.00060552143,388
text__bonus opening,0.0006047577,389
text__sale,0.00060427963,390
text__attempt,0.00060400646,391
text__owe,0.00060348224,392
text__dispute wells,0.0006034672,393
text__trade,0.00060325116,394
text__ein,0.0006028666,395
text__remaining balance,0.0006023536,396
text__provide,0.0006022967,397
text__obligations,0.00060217775,398
text__fraud case,0.00060158595,399
text__attempted reach,0.00060070306,400
text__key,0.0006003819,401
text__stranded,0.0005999895,402
text__money chime,0.00059997936,403
text__considerable,0.00059947255,404
text__fund transfer,0.0005992157,405
text__check cashing,0.00059913704,406
text__relative,0.0005990049,407
text__dave,0.00059890543,408
text__credit,0.0005986786,409
text__reversing provisional,0.00059844775,410
text__owed money,0.00059722806,411
text__erroneous,0.0005970506,412
text__customers,0.00059678307,413
text__kids,0.0005967159,414
text__account want,0.000596497,415
text__number verified,0.00059645914,416
text__investigation required,0.00059633097,417
text__arvest,0.00059612066,418
text__truist bank,0.00059602363,419
text__retaliated,0.0005951625,420
text__money paid,0.000594331,421
text__disputed,0.00059308833,422
text__debts,0.0005920341,423
text__personal loan,0.0005920074,424
text__funds currently,0.0005914287,425
text__passed,0.00059107627,426
text__department told,0.0005909614,427
text__tracking,0.0005904903,428
text__wanted make,0.00059018465,429
text__money frozen,0.0005901593,430
text__completed,0.00058993354,431
text__compensation,0.000589871,432
text__experienced,0.0005897652,433
text__bank honor,0.00058896636,434
text__asked send,0.0005889409,435
text__calls,0.0005886453,436
text__went bank,0.0005882128,437
text__processed,0.0005881099,438
text__just want,0.00058807386,439
text__refused release,0.0005876971,440
text__immediate,0.00058725063,441
text__check fraudulent,0.00058661593,442
text__reason bank,0.0005857055,443
text__venmo,0.00058569346,444
text__protection,0.0005855957,445
text__holds,0.00058554864,446
text__reported fraud,0.0005847372,447
text__advised did,0.00058468065,448
text__financial,0.0005841667,449
text__come,0.0005836555,450
text__secondly,0.000583502,451
text__collections,0.00058291253,452
text__worst,0.0005828528,453
text__dob,0.00058251165,454
text__money came,0.00058234605,455
text__hold,0.00058177486,456
text__chexsystems,0.0005816678,457
text__took,0.0005815523,458
text__legal order,0.0005814201,459
text__record,0.00058028765,460
text__poor,0.00057997316,461
text__second representative,0.00057981454,462
text__fargo charged,0.000578991,463
text__unable open,0.0005783076,464
text__steal money,0.0005774581,465
text__company called,0.0005773079,466
text__address matter,0.0005761247,467
text__ok,0.00057592837,468
text__comments,0.00057580444,469
text__coinbase,0.0005754015,470
text__assured,0.0005748443,471
text__decrease,0.0005739268,472
text__pictures,0.0005730417,473
text__chase denied,0.00057261053,474
text__redeem,0.00057235383,475
text__voice,0.00057226256,476
text__stated business,0.0005719516,477
text__talk,0.00057183433,478
text__theft,0.0005717424,479
text__money fraud,0.0005715493,480
text__able access,0.0005713613,481
text__money chase,0.00057064247,482
text__attorney,0.0005706166,483
text__unpaid,0.00057040085,484
text__union regarding,0.00057036616,485
text__funds disbursed,0.00057035877,486
text__restore access,0.00056901044,487
text__joint account,0.0005685119,488
text__funds held,0.00056838326,489
text__cash deposit,0.00056829187,490
text__merrill,0.00056824833,491
text__closing account,0.00056823564,492
text__hour,0.0005682121,493
text__need file,0.00056742964,494
text__location,0.00056722004,495
text__withdrawal,0.00056684844,496
text__available,0.0005667826,497
text__bmo,0.0005662239,498
text__took care,0.0005655867,499
text__account closed,0.0005654379,500
text__bank sending,0.0005653774,501
text__request wells,0.0005652887,502
text__union,0.00056524196,503
text__consider,0.000565116,504
text__escalate,0.0005650799,505
text__return funds,0.00056499575,506
text__requested,0.0005649577,507
text__funds despite,0.0005645719,508
text__account suspected,0.0005644652,509
text__commerce,0.0005643281,510
text__new debit,0.00056380243,511
text__court,0.000563741,512
text__officer,0.0005637083,513
text__bank later,0.0005635964,514
text__identity theft,0.0005633521,515
text__withdrawn,0.00056296715,516
text__speak,0.00056296017,517
text__coming,0.0005627909,518
text__lawsuit,0.0005625016,519
text__cashed,0.00056222704,520
text__claims received,0.00056193874,521
text__did authorize,0.0005616455,522
text__confirmed account,0.00056128326,523
text__sensitive,0.0005611524,524
text__face,0.0005606433,525
text__child,0.0005593687,526
text__produce,0.000559135,527
text__despite efforts,0.00055913295,528
text__declined account,0.0005582763,529
text__fbi,0.0005578905,530
text__repairs,0.0005578771,531
text__opened claim,0.0005578474,532
text__won,0.0005576573,533
text__ticket,0.0005575947,534
text__held,0.0005572003,535
text__offer available,0.0005571917,536
text__regarding dispute,0.0005567136,537
text__replied,0.00055664737,538
text__email chime,0.0005565994,539
text__arent,0.0005565571,540
text__hard earned,0.00055654073,541
text__int,0.0005563809,542
text__recently,0.0005561229,543
text__electronic fund,0.0005557847,544
text__usaa closed,0.0005551257,545
text__contract,0.0005545821,546
text__missing account,0.00055369263,547
text__additional documentation,0.00055346446,548
text__did receive,0.00055306585,549
text__took deposit,0.00055293995,550
text__account talking,0.00055270246,551
text__business told,0.00055267557,552
text__card lost,0.00055264524,553
text__wire transfer,0.00055259955,554
text__agent phone,0.00055202824,555
text__exactly,0.00055178255,556
text__blamed,0.0005517613,557
text__fax,0.0005517172,558
text__waive,0.0005514562,559
text__work bank,0.0005509956,560
text__seek,0.0005509792,561
text__wellsfargo,0.0005508535,562
text__branch chase,0.0005507381,563
text__mistake,0.00055048225,564
text__closed,0.0005501868,565
text__send,0.0005498811,566
text__questions,0.0005498772,567
text__dismissive,0.0005498345,568
text__stole,0.0005496777,569
text__compass,0.0005493683,570
text__insufficient,0.0005490879,571
text__check chase,0.0005490494,572
text__did know,0.00054875296,573
text__receipt,0.00054869294,574
text__alternative,0.0005485936,575
text__reward,0.0005485838,576
text__fargo wells,0.00054833846,577
text__spend,0.0005483323,578
text__lawyer,0.0005481618,579
text__altered check,0.00054806465,580
text__bbt,0.0005478308,581
text__money available,0.00054676324,582
text__did provide,0.00054658664,583
text__did information,0.0005459897,584
text__claims court,0.00054587674,585
text__optum bank,0.0005457999,586
text__complications,0.0005457316,587
text__complaint wells,0.0005456409,588
text__nfcu,0.0005455897,589
text__atm card,0.0005452211,590
text__indicated,0.0005452146,591
text__continued,0.0005451807,592
text__escalated matter,0.00054505415,593
text__account attempted,0.00054483634,594
text__stay away,0.00054480234,595
text__question,0.00054410787,596
text__making deposits,0.0005440158,597
text__badly,0.0005439856,598
text__flagstar,0.0005438842,599
text__closing bank,0.00054373674,600
text__id theft,0.00054372253,601
text__accts,0.00054351526,602
text__replies,0.000543273,603
text__satisfied,0.0005429762,604
text__check tried,0.00054291426,605
text__banking services,0.00054245465,606
text__branch refused,0.00054219074,607
text__initiated,0.00054191326,608
text__mobile number,0.0005418912,609
text__nation,0.0005418447,610
text__day told,0.00054168736,611
text__permanently,0.0005416533,612
text__asked supervisor,0.0005404826,613
text__account teller,0.00054020237,614
text__time received,0.0005401035,615
text__cleared check,0.0005396438,616
text__prepaid,0.0005391403,617
text__requesting account,0.000539019,618
text__filing complaint,0.00053818873,619
text__records,0.0005376386,620
text__credits,0.00053740625,621
text__services,0.00053738814,622
text__fraudulent,0.0005371905,623
text__friend,0.0005366659,624
text__couple months,0.00053635845,625
text__withdrawal fee,0.00053589063,626
text__funds chase,0.0005357722,627
text__wisely,0.00053492136,628
text__external,0.0005347263,629
text__documents,0.0005344241,630
text__card,0.0005342098,631
text__application approved,0.00053420686,632
text__yesterday,0.0005339727,633
text__use credit,0.00053387927,634
text__told provide,0.0005337372,635
text__affirm,0.00053371495,636
text__reversal,0.00053366664,637
text__failed provide,0.000533507,638
text__caused,0.00053344405,639
text__recover money,0.00053298834,640
text__problems,0.00053190795,641
text__fraudulent charge,0.0005318627,642
text__thank prompt,0.000531782,643
text__car,0.0005314142,644
text__dispute,0.0005313459,645
text__later wells,0.00053087465,646
text__claim wells,0.00053040695,647
text__unfair,0.0005302604,648
text__account restrictions,0.0005299662,649
text__team,0.0005297543,650
text__appointment,0.0005294595,651
text__impersonation,0.0005292664,652
text__capacity,0.0005286082,653
text__checked,0.00052813225,654
text__claim denied,0.00052808813,655
text__report,0.0005280114,656
text__money charged,0.0005277598,657
text__check given,0.00052760844,658
text__poa,0.00052755617,659
text__new,0.00052730355,660
text__information deposit,0.00052701397,661
text__wells,0.0005269352,662
text__unauthorized atm,0.00052668917,663
text__submit,0.0005266168,664
text__importance,0.0005265758,665
text__checking account,0.0005262338,666
text__withdrew,0.00052582746,667
text__tried different,0.00052579434,668
text__fargo opened,0.0005257198,669
text__lost wallet,0.0005255781,670
text__committing fraud,0.00052551046,671
text__home,0.00052500557,672
text__accountable,0.0005245783,673
text__option,0.00052377436,674
text__telling,0.0005234111,675
text__contact phone,0.0005230253,676
text__small,0.0005229174,677
text__long,0.0005214107,678
text__need money,0.00052117015,679
text__stolen,0.0005207369,680
text__elder,0.0005204913,681
text__updated,0.00052034395,682
text__chase closed,0.0005195157,683
text__release funds,0.00051943486,684
text__conversation,0.000519386,685
text__missing,0.0005193566,686
text__selected,0.0005191374,687
text__attempted,0.0005189496,688
text__funds sent,0.00051887875,689
text__account froze,0.00051879976,690
text__affected,0.0005181896,691
text__let,0.0005181512,692
text__suspicious,0.00051812275,693
text__money,0.00051805016,694
text__returning funds,0.0005172267,695
text__use,0.0005169107,696
text__open savings,0.00051670906,697
text__money sent,0.00051655876,698
text__eventually closed,0.00051654,699
text__removed,0.0005165343,700
text__complaint chime,0.0005165168,701
text__ask questions,0.00051523186,702
text__wrongful,0.00051422924,703
text__worked,0.0005139618,704
text__transferred fraud,0.0005139499,705
text__account statements,0.00051380205,706
text__funded account,0.00051362097,707
text__year stating,0.0005135864,708
text__update,0.00051321834,709
text__drained,0.00051309116,710
text__didn work,0.0005130825,711
text__declined payment,0.00051307125,712
text__handled,0.00051246403,713
text__phone hacked,0.00051233236,714
text__automated response,0.00051203714,715
text__ex husband,0.0005118438,716
text__valid,0.0005117102,717
text__account frozen,0.0005115742,718
text__willing,0.0005113641,719
text__check issued,0.0005112615,720
text__able make,0.00051114376,721
text__account saying,0.0005111318,722
text__account like,0.0005110549,723
text__hit,0.0005108049,724
text__recovering,0.00051037647,725
text__etrade,0.0005103073,726
text__advance,0.0005097409,727
text__haven able,0.000509548,728
text__story,0.00050937023,729
text__investment,0.0005092491,730
text__account online,0.00050894765,731
text__merchant,0.000508397,732
text__written,0.0005082716,733
text__concerns,0.0005080085,734
text__funds don,0.0005079196,735
text__branch visit,0.00050776865,736
text__credit account,0.00050671864,737
text__new card,0.00050639303,738
text__today got,0.0005061509,739
text__fraudulent withdrawals,0.00050538784,740
text__return,0.0005053354,741
text__condition,0.00050487794,742
text__clear,0.0005048438,743
text__operating,0.0005047891,744
text__caller,0.0005044584,745
text__got error,0.0005036903,746
text__did money,0.00050356856,747
text__account withdraw,0.00050341006,748
text__respectfully,0.0005030125,749
text__site,0.0005029945,750
text__closed account,0.000502809,751
text__bank bank,0.00050263584,752
text__currently,0.00050261145,753
text__america help,0.00050253124,754
text__told account,0.0005023366,755
text__believe,0.00050217623,756
text__theyre,0.00050209835,757
text__provided told,0.0005017913,758
text__started,0.0005012349,759
text__losses,0.0005012254,760
text__statements,0.0005012158,761
text__america closed,0.00050096953,762
text__penalty,0.00050093577,763
text__business account,0.0005008344,764
text__like know,0.0005007328,765
text__deposit available,0.00050071353,766
text__account discovered,0.0005006445,767
text__requesting chase,0.000500428,768
text__wasn,0.00050041184,769
text__providing,0.000500322,770
text__coupon code,0.0004994946,771
text__writing formally,0.00049938995,772
text__close account,0.0004992493,773
text__account permission,0.00049907947,774
text__connection,0.0004989687,775
text__standing,0.00049892656,776
text__claim merchant,0.0004987516,777
text__check customer,0.00049837766,778
text__operations,0.00049801014,779
text__usa,0.0004978614,780
text__check stolen,0.0004978359,781
text__negative,0.0004975422,782
text__security,0.00049691513,783
text__mailed,0.0004968284,784
text__book,0.0004966736,785
text__large,0.0004965981,786
text__alert,0.00049616036,787
text__someones,0.0004945135,788
text__letter stating,0.0004937702,789
text__letter fraud,0.0004934545,790
text__paypal debit,0.00049319817,791
text__card numbers,0.00049294054,792
text__cryptocurrency,0.000492469,793
text__twice,0.00049187476,794
text__police,0.0004918496,795
text__implies,0.0004914088,796
text__agents,0.0004913476,797
text__card wells,0.00049132644,798
text__checking accounts,0.0004912549,799
text__novo,0.0004911937,800
text__making,0.0004909922,801
text__received email,0.00049081264,802
text__ira account,0.0004907503,803
text__federal credit,0.00049067155,804
text__unclaimed property,0.0004906408,805
text__refuses,0.00049052533,806
text__law enforcement,0.00049037556,807
text__promo,0.0004902989,808
text__negligence,0.0004900511,809
text__check available,0.000489982,810
text__speaking,0.0004899133,811
text__complaint cfpb,0.00048962876,812
text__fault,0.0004895713,813
text__mother,0.00048875686,814
text__called informed,0.0004887446,815
text__reached chase,0.00048805575,816
text__deposit cd,0.00048790613,817
text__app,0.00048713808,818
text__told help,0.00048705452,819
text__nature,0.0004869142,820
text__refused,0.00048688866,821
text__store,0.00048685144,822
text__violation,0.00048682102,823
text__agency,0.00048678392,824
text__isnt,0.00048637175,825
text__capitalone,0.00048592815,826
text__trust,0.0004857581,827
text__external account,0.00048572416,828
text__mobile,0.00048570568,829
text__rest,0.00048564567,830
text__explained time,0.0004854084,831
text__stating check,0.00048536746,832
text__sent money,0.0004852025,833
text__attention matter,0.0004849386,834
text__froze funds,0.0004848151,835
text__monthly,0.00048475253,836
text__explain situation,0.00048467645,837
text__right away,0.00048407214,838
text__immediate refund,0.00048377854,839
text__leaving,0.00048359213,840
text__knowledge,0.0004831965,841
text__morgan,0.0004828829,842
text__card working,0.00048251761,843
text__bonus miles,0.0004817789,844
text__said claim,0.000481167,845
text__lie,0.00048087383,846
text__submitted request,0.00048054918,847
text__branch nj,0.00048022644,848
text__daily limit,0.00048014417,849
text__responses,0.00048002537,850
text__account transferring,0.00047983826,851
text__initiate,0.00047976992,852
text__direct express,0.0004792113,853
text__failed,0.0004792018,854
text__deposit went,0.00047914096,855
text__couldn,0.00047911005,856
text__responsible,0.00047909876,857
text__merchandise,0.00047858874,858
text__oh,0.00047846863,859
text__selling,0.00047811033,860
text__idea,0.000477509,861
text__used make,0.0004774608,862
text__freezing,0.00047718492,863
text__ahead,0.0004767989,864
text__said accounts,0.00047618235,865
text__activity called,0.00047617324,866
text__irs refund,0.0004760711,867
text__years,0.00047579565,868
text__scams,0.00047541782,869
text__obtain,0.00047529468,870
text__ref,0.0004750936,871
text__yrs,0.000474993,872
text__communication,0.00047480752,873
text__cause,0.00047469238,874
text__mention,0.00047465326,875
text__holder,0.00047436095,876
text__struggling,0.00047403702,877
text__bank chase,0.00047351886,878
text__offering,0.00047324324,879
text__seen,0.0004730176,880
text__direct,0.00047275564,881
text__real,0.0004724612,882
text__remove,0.00047227685,883
text__nsf,0.00047212892,884
text__job,0.000472094,885
text__purchases,0.00047199408,886
text__second,0.00047186748,887
text__email,0.0004714966,888
text__zero,0.000471263,889
text__house,0.00047124785,890
text__decision close,0.00047103834,891
text__investigation did,0.0004708461,892
text__deposited time,0.00047066185,893
text__triggered,0.00047060344,894
text__harm business,0.00047001056,895
text__thursday,0.00047001013,896
text__longer want,0.0004694973,897
text__receiving,0.00046941458,898
text__opened,0.00046937613,899
text__money bank,0.00046898736,900
text__juno,0.0004689771,901
text__sent response,0.00046829417,902
text__filed,0.00046826678,903
text__believe funds,0.00046815726,904
text__unauthorized withdrawal,0.0004680995,905
text__rent late,0.00046748214,906
text__mobile phone,0.00046734975,907
text__opened fraudulent,0.00046725204,908
text__money clear,0.0004668798,909
text__savings,0.00046684625,910
text__activity,0.0004665005,911
text__kept charging,0.00046643402,912
text__contacted support,0.00046635355,913
text__wise,0.00046628097,914
text__day,0.0004657327,915
text__requesting,0.00046450796,916
text__vendor,0.00046447304,917
text__deposits,0.00046398255,918
text__im,0.00046393293,919
text__pnc closed,0.00046373977,920
text__reimbursed,0.00046365042,921
text__account external,0.00046358077,922
text__returned check,0.00046293315,923
text__spoke,0.00046285268,924
text__year,0.0004624981,925
text__customer care,0.0004616381,926
text__freeze,0.00046161795,927
text__account immediately,0.00046134298,928
text__money right,0.0004609831,929
text__depositing,0.00046049102,930
text__accounts instead,0.00046044242,931
text__warning,0.00046038203,932
text__callback,0.00046011058,933
text__hold year,0.00046002583,934
text__number said,0.00046000053,935
text__incorrectly,0.00045980842,936
text__account verification,0.00045971698,937
text__item,0.00045970842,938
text__day friday,0.00045939424,939
text__card possession,0.00045926427,940
text__father,0.00045918266,941
text__investigation days,0.00045907375,942
text__complaining,0.0004581532,943
